Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
August 31 2022,Alexandria,VA,Passenger,4,0,4,106,110,3.64
July 31 2017,,,Passenger,3,0,3,483,486,0.62
March 31 2023,Jefferson,WA,Truck,9,0,9,9321,9330,0.10
April 30 2017,Garfield,WA,Passenger,0,0,0,1283,1283,0.00
October 31 2021,Jefferson,WA,Passenger,361,191,552,24760,25312,2.18
February 28 2018,Lane,OR,Passenger,0,1,1,201,202,0.50
April 30 2017,El Paso,CO,Passenger,1,1,2,822,824,0.24
January 31 2020,Harford,MD,Passenger,0,1,1,60,61,1.64
July 31 2018,Arlington,VA,Passenger,1,2,3,176,179,1.68
March 31 2018,Flathead,MT,Passenger,1,0,1,57,58,1.72
January 31 2022,Lincoln,OR,Passenger,0,1,1,35,36,2.78
April 30 2024,Goochland,VA,Passenger,1,0,1,32,33,3.03
January 31 2024,Allen,IN,Passenger,1,0,1,10,11,9.09
December 31 2023,Hoke,NC,Passenger,1,0,1,59,60,1.67
May 31 2023,Yavapai,AZ,Passenger,0,1,1,22,23,4.35
October 31 2023,Marion,OR,Passenger,1,0,1,55,56,1.79
February 28 2023,Franklin,WA,Truck,4,0,4,20954,20958,0.02
August 31 2019,Wahkiakum,WA,Truck,0,0,0,1762,1762,0.00
October 31 2018,Washington,OR,Passenger,0,1,1,484,485,0.21
February 28 2017,Yakima,WA,Passenger,36,50,86,159109,159195,0.05
March 31 2022,Montgomery,MD,Passenger,3,2,5,208,213,2.35
December 31 2018,Prince William,VA,Passenger,0,5,5,252,257,1.95
January 31 2024,York,VA,Passenger,1,0,1,63,64,1.56
July 31 2022,Calvert,MD,Passenger,0,2,2,82,84,2.38
December 31 2018,San Francisco,CA,Passenger,2,1,3,119,122,2.46
May 31 2024,Larimer,CO,Passenger,1,0,1,14,15,6.67
April 30 2022,Lee,FL,Passenger,1,0,1,35,36,2.78
October 31 2018,Lee,FL,Passenger,1,0,1,55,56,1.79
April 30 2022,Clark,NV,Passenger,8,2,10,586,596,1.68
July 31 2019,Wahkiakum,WA,Truck,0,0,0,1760,1760,0.00
December 31 2021,New London,CT,Passenger,1,4,5,214,219,2.28
July 31 2021,Hampshire,MA,Passenger,1,0,1,9,10,10.00
May 31 2019,Klickitat,WA,Passenger,35,33,68,15546,15614,0.44
April 30 2017,Hidalgo,TX,Passenger,0,1,1,100,101,0.99
October 31 2019,Virginia Beach,VA,Passenger,1,0,1,695,696,0.14
August 31 2021,Portsmouth,VA,Passenger,0,1,1,76,77,1.30
April 30 2019,Manassas,VA,Passenger,0,1,1,8,9,11.11
June 30 2022,Hawaii,HI,Passenger,1,0,1,43,44,2.27
March 31 2021,Bartow,GA,Passenger,0,1,1,5,6,16.67
September 30 2020,Clark,WA,Truck,0,0,0,82824,82824,0.00
September 30 2020,Los Angeles,CA,Passenger,8,12,20,1037,1057,1.89
December 31 2018,King,WA,Passenger,16279,6529,22808,1377633,1400441,1.63
August 31 2021,Escambia,FL,Passenger,0,1,1,144,145,0.69
March 31 2022,Autauga,AL,Passenger,1,0,1,13,14,7.14
September 30 2018,Charleston,SC,Passenger,1,0,1,129,130,0.77
April 30 2022,Asotin,WA,Passenger,24,19,43,12677,12720,0.34
September 30 2020,Kitsap,WA,Truck,0,0,0,54157,54157,0.00
March 31 2021,Benton,WA,Truck,0,0,0,43526,43526,0.00
June 30 2022,Portsmouth,VA,Passenger,0,1,1,78,79,1.27
May 31 2018,Norfolk,MA,Passenger,1,0,1,39,40,2.50
April 30 2017,Dane,WI,Passenger,1,0,1,140,141,0.71
November 30 2017,Okaloosa,FL,Passenger,1,0,1,187,188,0.53
April 30 2019,Twin Falls,ID,Passenger,0,1,1,24,25,4.00
October 31 2018,Beaufort,SC,Passenger,1,0,1,39,40,2.50
April 30 2022,Hamilton,OH,Passenger,1,0,1,37,38,2.63
September 30 2021,Charleston,SC,Passenger,2,1,3,88,91,3.30
April 30 2019,Garfield,WA,Passenger,1,1,2,1297,1299,0.15
April 30 2023,Cumberland,NC,Passenger,1,4,5,332,337,1.48
April 30 2019,Clackamas,OR,Passenger,1,1,2,213,215,0.93
June 30 2017,Chelan,WA,Truck,0,0,0,21301,21301,0.00
March 31 2022,Chelan,WA,Truck,0,0,0,23029,23029,0.00
October 31 2022,Snohomish,WA,Truck,76,0,76,122788,122864,0.06
February 28 2019,Williamson,TX,Passenger,0,1,1,159,160,0.62
January 31 2024,Mohave,AZ,Passenger,1,0,1,30,31,3.23
July 31 2021,DuPage,IL,Passenger,3,1,4,56,60,6.67
November 30 2023,Flathead,MT,Passenger,1,0,1,21,22,4.55
February 29 2020,Wilson,TX,Passenger,0,1,1,8,9,11.11
May 31 2022,Carroll,MD,Passenger,0,1,1,16,17,5.88
June 30 2021,Sevier,AR,Passenger,0,1,1,0,1,100.00
August 31 2021,Clinton,PA,Passenger,1,0,1,0,1,100.00
October 31 2018,Spokane,WA,Truck,1,0,1,93409,93410,0.00
January 31 2022,Multnomah,OR,Passenger,2,4,6,628,634,0.95
March 31 2024,San Juan,WA,Truck,31,0,31,5830,5861,0.53
May 31 2020,Wahkiakum,WA,Truck,0,0,0,1758,1758,0.00
September 30 2017,Pima,AZ,Passenger,1,1,2,439,441,0.45
July 31 2019,Volusia,FL,Passenger,0,1,1,42,43,2.33
January 31 2020,Montgomery,PA,Passenger,2,0,2,36,38,5.26
October 31 2023,Orange,FL,Passenger,1,0,1,57,58,1.72
August 31 2022,Ventura,CA,Passenger,3,3,6,247,253,2.37
January 31 2019,San Juan,WA,Passenger,190,68,258,14248,14506,1.78
June 30 2021,Multnomah,OR,Passenger,3,5,8,668,676,1.18
March 31 2023,Dorchester,SC,Passenger,1,0,1,52,53,1.89
September 30 2023,Garfield,WA,Passenger,0,3,3,1296,1299,0.23
July 31 2019,Hennepin,MN,Passenger,2,1,3,107,110,2.73
October 31 2018,Ada,ID,Passenger,0,2,2,328,330,0.61
February 29 2024,Pima,AZ,Passenger,1,0,1,167,168,0.60
September 30 2021,Montgomery,MD,Passenger,3,2,5,221,226,2.21
June 30 2024,Orange,FL,Passenger,1,0,1,36,37,2.70
December 31 2017,Saratoga,NY,Passenger,1,1,2,69,71,2.82
December 31 2022,Loudoun,VA,Passenger,3,1,4,64,68,5.88
December 31 2023,Sarasota,FL,Passenger,1,0,1,24,25,4.00
June 30 2018,DuPage,IL,Passenger,1,0,1,66,67,1.49
April 30 2024,New Haven,CT,Passenger,0,2,2,20,22,9.09
December 31 2022,Eau Claire,WI,Passenger,1,0,1,1,2,50.00
June 30 2022,Ray,MO,Passenger,0,1,1,1,2,50.00
January 31 2021,Pennington,SD,Passenger,1,0,1,35,36,2.78
May 31 2019,Franklin,MA,Passenger,0,1,1,2,3,33.33
January 31 2018,Clallam,WA,Truck,0,0,0,21282,21282,0.00
January 31 2021,Prince George's,MD,Passenger,2,1,3,154,157,1.91
April 30 2017,Whatcom,WA,Passenger,442,159,601,142428,143029,0.42
August 31 2022,Chelan,WA,Passenger,486,134,620,54125,54745,1.13
January 31 2023,Dallas,TX,Passenger,1,0,1,100,101,0.99
June 30 2017,New London,CT,Passenger,1,0,1,247,248,0.40
May 31 2023,Lincoln,OR,Passenger,0,1,1,17,18,5.56
July 31 2023,Sarasota,FL,Passenger,1,0,1,30,31,3.23
February 28 2022,Sacramento,CA,Passenger,1,1,2,238,240,0.83
March 31 2017,Columbia,WA,Passenger,0,1,1,2355,2356,0.04
December 31 2023,Klickitat,WA,Passenger,181,76,257,15044,15301,1.68
July 31 2019,Douglas,WA,Passenger,60,37,97,28072,28169,0.34
October 31 2021,Skagit,WA,Passenger,649,295,944,91396,92340,1.02
January 31 2020,Denver,CO,Passenger,1,0,1,125,126,0.79
November 30 2023,Leavenworth,KS,Passenger,0,1,1,76,77,1.30
December 31 2017,Montgomery,MD,Passenger,1,0,1,306,307,0.33
July 31 2021,Arlington,VA,Passenger,0,1,1,143,144,0.69
December 31 2022,Kauai,HI,Passenger,1,1,2,15,17,11.76
June 30 2022,Lewis,WA,Passenger,233,179,412,59666,60078,0.69
February 28 2018,Skamania,WA,Truck,0,0,0,3920,3920,0.00
March 31 2023,Monterey,CA,Passenger,0,4,4,140,144,2.78
January 31 2020,Douglas,WA,Truck,0,0,0,12309,12309,0.00
April 30 2022,Jefferson,NY,Passenger,1,0,1,216,217,0.46
July 31 2017,Whatcom,WA,Passenger,475,179,654,143151,143805,0.45
February 28 2017,Skagit,WA,Passenger,114,86,200,87259,87459,0.23
October 31 2017,Allegheny,PA,Passenger,1,0,1,93,94,1.06
February 28 2019,Hawaii,HI,Passenger,1,0,1,67,68,1.47
December 31 2023,Sarpy,NE,Passenger,1,0,1,57,58,1.72
November 30 2022,Boulder,CO,Passenger,2,0,2,48,50,4.00
February 28 2017,Douglas,WA,Passenger,30,19,49,26544,26593,0.18
September 30 2018,Pacific,WA,Passenger,18,22,40,15721,15761,0.25
December 31 2018,Pend Oreille,WA,Truck,0,0,0,5741,5741,0.00
August 31 2023,Ferry,WA,Truck,0,0,0,3561,3561,0.00
October 31 2021,Hillsborough,FL,Passenger,0,2,2,155,157,1.27
October 31 2023,Honolulu,HI,Passenger,4,3,7,266,273,2.56
September 30 2019,Fulton,GA,Passenger,0,3,3,106,109,2.75
February 28 2018,Garfield,OK,Passenger,1,0,1,22,23,4.35
October 31 2021,Arlington,VA,Passenger,1,1,2,137,139,1.44
April 30 2024,Marin,CA,Passenger,1,1,2,29,31,6.45
June 30 2020,Spokane,WA,Passenger,729,485,1214,315283,316497,0.38
January 31 2024,Clark,WA,Truck,154,0,154,80588,80742,0.19
September 30 2023,Lincoln,WA,Truck,0,0,0,4829,4829,0.00
February 29 2020,Riverside,CA,Passenger,3,1,4,660,664,0.60
November 30 2019,Walla Walla,WA,Truck,0,0,0,13673,13673,0.00
February 29 2024,Jefferson,WA,Passenger,684,280,964,24021,24985,3.86
April 30 2023,Harford,MD,Passenger,1,1,2,42,44,4.55
July 31 2019,Kittitas,WA,Passenger,79,41,120,29675,29795,0.40
January 31 2019,Adams,WA,Passenger,5,6,11,12736,12747,0.09
December 31 2020,Kitsap,WA,Truck,0,0,0,54339,54339,0.00
September 30 2022,El Paso,TX,Passenger,3,0,3,337,340,0.88
July 31 2020,Fort Bend,TX,Passenger,1,0,1,45,46,2.17
August 31 2019,Collin,TX,Passenger,2,1,3,148,151,1.99
August 31 2018,Hawaii,HI,Passenger,1,0,1,75,76,1.32
February 28 2022,Spartanburg,SC,Passenger,0,1,1,45,46,2.17
May 31 2023,District of Columbia,DC,Passenger,3,0,3,150,153,1.96
February 28 2017,Morris,NJ,Passenger,1,0,1,22,23,4.35
May 31 2019,Caddo,LA,Passenger,0,1,1,26,27,3.70
July 31 2019,Monroe,IL,Passenger,1,0,1,4,5,20.00
July 31 2022,Clallam,WA,Passenger,433,246,679,49615,50294,1.35
January 31 2019,Clark,WA,Passenger,1313,868,2181,312025,314206,0.69
June 30 2018,Adams,WA,Passenger,5,5,10,12611,12621,0.08
January 31 2018,Mason,WA,Truck,0,0,0,19638,19638,0.00
October 31 2019,Franklin,WA,Passenger,53,75,128,60607,60735,0.21
July 31 2022,Spokane,WA,Passenger,1671,863,2534,324084,326618,0.78
January 31 2021,Adams,WA,Passenger,10,6,16,12963,12979,0.12
November 30 2023,Garfield,WA,Truck,0,0,0,980,980,0.00
April 30 2017,Montgomery,TN,Passenger,1,0,1,297,298,0.34
July 31 2022,Douglas,NE,Passenger,1,2,3,45,48,6.25
November 30 2021,Cook,IL,Passenger,2,0,2,215,217,0.92
May 31 2019,Santa Rosa,FL,Passenger,1,0,1,91,92,1.09
July 31 2023,Allen,IN,Passenger,1,0,1,10,11,9.09
August 31 2021,Greene,MO,Passenger,0,1,1,34,35,2.86
May 31 2018,Morris,NJ,Passenger,1,0,1,18,19,5.26
September 30 2019,DuPage,IL,Passenger,3,0,3,66,69,4.35
December 31 2020,Lewis,WA,Passenger,123,124,247,58825,59072,0.42
October 31 2020,Walla Walla,WA,Passenger,86,65,151,35999,36150,0.42
September 30 2021,Duval,FL,Passenger,0,2,2,343,345,0.58
January 31 2017,Whitman,WA,Passenger,8,19,27,21929,21956,0.12
December 31 2023,Cowlitz,WA,Passenger,597,248,845,69768,70613,1.20
September 30 2022,Arapahoe,CO,Passenger,0,1,1,91,92,1.09
March 31 2019,Charleston,SC,Passenger,1,0,1,124,125,0.80
February 28 2022,Essex,NJ,Passenger,2,0,2,14,16,12.50
March 31 2023,New Haven,CT,Passenger,0,2,2,29,31,6.45
December 31 2020,Santa Clara,CA,Passenger,7,2,9,287,296,3.04
October 31 2020,Fresno,CA,Passenger,1,0,1,197,198,0.51
February 28 2023,Rock Island,IL,Passenger,0,1,1,13,14,7.14
December 31 2021,Boulder,CO,Passenger,2,1,3,49,52,5.77
February 29 2024,Stafford,VA,Passenger,3,0,3,68,71,4.23
November 30 2019,Wahkiakum,WA,Truck,0,0,0,1751,1751,0.00
October 31 2022,Pend Oreille,WA,Truck,0,0,0,5612,5612,0.00
March 31 2024,Bell,TX,Passenger,2,0,2,203,205,0.98
May 31 2020,Okanogan,WA,Truck,0,0,0,16386,16386,0.00
May 31 2023,Chelan,WA,Truck,29,0,29,23113,23142,0.13
January 31 2020,Chelan,WA,Truck,0,0,0,22568,22568,0.00
February 28 2022,Montgomery,MD,Passenger,3,2,5,209,214,2.34
April 30 2022,Richmond,NY,Passenger,1,0,1,4,5,20.00
June 30 2024,Charleston,SC,Passenger,1,2,3,38,41,7.32
January 31 2020,Clackamas,OR,Passenger,2,1,3,217,220,1.36
October 31 2023,Maricopa,AZ,Passenger,12,4,16,661,677,2.36
January 31 2017,Santa Clara,CA,Passenger,5,3,8,469,477,1.68
November 30 2022,Pinal,AZ,Passenger,0,1,1,118,119,0.84
June 30 2024,Kittitas,WA,Passenger,526,137,663,28670,29333,2.26
November 30 2023,Champaign,IL,Passenger,1,0,1,10,11,9.09
December 31 2018,Jefferson,WA,Truck,0,0,0,9600,9600,0.00
September 30 2017,Los Angeles,CA,Passenger,4,2,6,1267,1273,0.47
December 31 2021,Island,WA,Passenger,714,339,1053,62557,63610,1.66
November 30 2020,Adams,WA,Truck,0,0,0,5323,5323,0.00
September 30 2021,Frederick,MD,Passenger,1,1,2,69,71,2.82
December 31 2020,Portsmouth,VA,Passenger,0,1,1,76,77,1.30
November 30 2023,Dallas,TX,Passenger,1,0,1,73,74,1.35
May 31 2019,Polk,FL,Passenger,1,0,1,74,75,1.33
January 31 2023,Collier,FL,Passenger,1,0,1,17,18,5.56
April 30 2024,Loudoun,VA,Passenger,2,1,3,50,53,5.66
April 30 2024,Mercer,NJ,Passenger,0,1,1,5,6,16.67
November 30 2020,Mason,WA,Truck,0,0,0,20847,20847,0.00
September 30 2018,Wahkiakum,WA,Truck,0,0,0,1691,1691,0.00
August 31 2019,Adams,WA,Truck,0,0,0,5134,5134,0.00
May 31 2018,Volusia,FL,Passenger,0,1,1,37,38,2.63
December 31 2023,Collin,TX,Passenger,3,0,3,42,45,6.67
September 30 2023,Snohomish,WA,Passenger,14439,3317,17756,527183,544939,3.26
September 30 2020,Duval,FL,Passenger,0,2,2,366,368,0.54
May 31 2018,Duval,FL,Passenger,1,2,3,378,381,0.79
June 30 2023,Spokane,WA,Truck,39,0,39,101697,101736,0.04
January 31 2019,Okanogan,WA,Truck,0,0,0,16478,16478,0.00
February 28 2023,Santa Cruz,CA,Passenger,1,0,1,21,22,4.55
June 30 2018,Volusia,FL,Passenger,0,1,1,37,38,2.63
November 30 2022,Essex,NJ,Passenger,2,0,2,11,13,15.38
January 31 2018,Thurston,WA,Passenger,487,407,894,190576,191470,0.47
January 31 2019,Santa Fe,NM,Passenger,0,1,1,42,43,2.33
August 31 2021,Honolulu,HI,Passenger,5,3,8,417,425,1.88
November 30 2021,Denton,TX,Passenger,1,0,1,75,76,1.32
January 31 2017,Cobb,GA,Passenger,0,1,1,84,85,1.18
May 31 2022,Brown,WI,Passenger,1,0,1,9,10,10.00
October 31 2022,Platte,MO,Passenger,1,0,1,21,22,4.55
December 31 2019,DeKalb,IN,Passenger,1,0,1,1,2,50.00
March 31 2023,Thurston,WA,Truck,52,0,52,54240,54292,0.10
September 30 2018,Pend Oreille,WA,Truck,0,0,0,5747,5747,0.00
September 30 2021,Asotin,WA,Truck,0,0,0,6749,6749,0.00
February 28 2022,Montgomery,PA,Passenger,2,0,2,25,27,7.41
April 30 2023,Newport,RI,Passenger,0,1,1,60,61,1.64
February 28 2022,Walla Walla,WA,Truck,0,0,0,14067,14067,0.00
March 31 2023,Stafford,VA,Passenger,3,1,4,81,85,4.71
November 30 2018,Manassas,VA,Passenger,0,1,1,9,10,10.00
April 30 2017,DeKalb,IN,Passenger,1,0,1,1,2,50.00
July 31 2020,Pacific,WA,Passenger,33,33,66,15757,15823,0.42
September 30 2023,Grays Harbor,WA,Truck,9,0,9,20835,20844,0.04
August 31 2021,Island,WA,Truck,0,0,0,21545,21545,0.00
January 31 2021,Fairbanks North Star,AK,Passenger,0,1,1,93,94,1.06
March 31 2024,Tooele,UT,Passenger,2,0,2,8,10,20.00
September 30 2019,Franklin,MA,Passenger,0,1,1,2,3,33.33
May 31 2017,Kitsap,WA,Truck,1,0,1,52382,52383,0.00
April 30 2021,Benton,WA,Passenger,494,376,870,136019,136889,0.64
November 30 2022,Fairbanks North Star,AK,Passenger,0,1,1,70,71,1.41
August 31 2021,Whatcom,WA,Truck,4,0,4,43841,43845,0.01
October 31 2020,Howard,MD,Passenger,0,1,1,71,72,1.39
October 31 2020,Stevens,WA,Passenger,37,39,76,30351,30427,0.25
April 30 2022,Whitman,WA,Passenger,83,56,139,22007,22146,0.63
October 31 2022,Jefferson,NY,Passenger,1,0,1,214,215,0.47
February 28 2023,Camden,NJ,Passenger,0,1,1,13,14,7.14
September 30 2019,Valencia,NM,Passenger,1,0,1,8,9,11.11
May 31 2017,Yakima,WA,Truck,0,0,0,57272,57272,0.00
April 30 2017,Virginia Beach,VA,Passenger,2,1,3,640,643,0.47
April 30 2020,Orange,CA,Passenger,7,2,9,514,523,1.72
June 30 2024,Howard,MD,Passenger,0,2,2,51,53,3.77
September 30 2021,Kauai,HI,Passenger,1,0,1,21,22,4.55
February 28 2023,Oldham,KY,Passenger,0,1,1,4,5,20.00
November 30 2018,Lincoln,WA,Passenger,2,6,8,7771,7779,0.10
July 31 2021,Frederick,MD,Passenger,1,1,2,65,67,2.99
October 31 2022,Wahkiakum,WA,Truck,1,0,1,1798,1799,0.06
April 30 2021,Bucks,PA,Passenger,1,0,1,21,22,4.55
April 30 2022,Boulder,CO,Passenger,2,0,2,48,50,4.00
December 31 2023,Chesapeake,VA,Passenger,2,0,2,288,290,0.69
January 31 2018,Douglas,WA,Truck,0,0,0,11788,11788,0.00
November 30 2017,Pend Oreille,WA,Truck,0,0,0,5595,5595,0.00
October 31 2021,Nassau,NY,Passenger,3,0,3,34,37,8.11
August 31 2018,Spokane,WA,Passenger,360,336,696,304659,305355,0.23
March 31 2021,Kitsap,WA,Truck,0,0,0,54348,54348,0.00
March 31 2023,Kootenai,ID,Passenger,0,1,1,139,140,0.71
December 31 2022,Sarasota,FL,Passenger,1,0,1,30,31,3.23
July 31 2022,Harford,MD,Passenger,1,1,2,47,49,4.08
March 31 2023,Whitman,WA,Passenger,131,71,202,21959,22161,0.91
September 30 2020,Lake,FL,Passenger,1,0,1,26,27,3.70
January 31 2022,Klickitat,WA,Passenger,90,54,144,15294,15438,0.93
December 31 2022,Champaign,IL,Passenger,1,0,1,10,11,9.09
February 28 2021,Alexandria,VA,Passenger,3,0,3,131,134,2.24
September 30 2020,Montgomery,AL,Passenger,0,1,1,42,43,2.33
May 31 2024,Monterey,CA,Passenger,0,4,4,119,123,3.25
July 31 2022,Saratoga,NY,Passenger,1,0,1,42,43,2.33
January 31 2023,Coryell,TX,Passenger,1,0,1,87,88,1.14
December 31 2022,Pinal,AZ,Passenger,0,1,1,114,115,0.87
December 31 2020,Clallam,WA,Passenger,273,185,458,49905,50363,0.91
July 31 2021,Tarrant,TX,Passenger,2,0,2,153,155,1.29
June 30 2022,Solano,CA,Passenger,1,0,1,165,166,0.60
April 30 2023,Cumberland,PA,Passenger,1,0,1,37,38,2.63
December 31 2022,Mason,WA,Truck,6,0,6,20827,20833,0.03
June 30 2022,Kern,CA,Passenger,0,1,1,197,198,0.51
May 31 2024,Onslow,NC,Passenger,0,1,1,113,114,0.88
February 29 2024,Essex,NJ,Passenger,2,1,3,6,9,33.33
June 30 2021,Mercer,NJ,Passenger,0,1,1,10,11,9.09
May 31 2023,Eau Claire,WI,Passenger,1,0,1,1,2,50.00
November 30 2019,Stevens,WA,Passenger,32,30,62,31589,31651,0.20
January 31 2017,Juneau,AK,Passenger,0,1,1,60,61,1.64
June 30 2019,Bexar,TX,Passenger,2,5,7,675,682,1.03
January 31 2020,Clallam,WA,Truck,1,0,1,21844,21845,0.00
October 31 2022,Deschutes,OR,Passenger,2,0,2,90,92,2.17
June 30 2024,Cumberland,PA,Passenger,1,1,2,29,31,6.45
July 31 2019,Pierce,WA,Truck,0,0,0,139969,139969,0.00
June 30 2018,Stevens,WA,Passenger,11,25,36,31633,31669,0.11
July 31 2023,Miami-Dade,FL,Passenger,1,0,1,60,61,1.64
August 31 2018,Duval,FL,Passenger,1,2,3,378,381,0.79
October 31 2019,Santa Rosa,FL,Passenger,1,0,1,92,93,1.08
July 31 2020,Williams,ND,Passenger,0,1,1,11,12,8.33
May 31 2020,Mason,WA,Truck,0,0,0,20501,20501,0.00
August 31 2022,Klickitat,WA,Truck,2,0,2,8259,8261,0.02
June 30 2023,Yellowstone,MT,Passenger,0,1,1,13,14,7.14
March 31 2023,Washington,OR,Passenger,1,0,1,277,278,0.36
December 31 2020,Kings,NY,Passenger,1,0,1,67,68,1.47
January 31 2021,Hillsborough,FL,Passenger,0,1,1,171,172,0.58
May 31 2022,Harrison,MS,Passenger,2,0,2,53,55,3.64
January 31 2023,Boulder,CO,Passenger,2,0,2,44,46,4.35
February 29 2020,Columbia,OR,Passenger,1,0,1,27,28,3.57
October 31 2020,Mason,WA,Truck,0,0,0,20823,20823,0.00
August 31 2022,Washtenaw,MI,Passenger,0,1,1,28,29,3.45
November 30 2021,Spokane,WA,Passenger,1260,748,2008,326652,328660,0.61
May 31 2021,Whatcom,WA,Passenger,1386,596,1982,150876,152858,1.30
November 30 2020,Walla Walla,WA,Passenger,95,66,161,36049,36210,0.44
December 31 2019,Jefferson,WA,Truck,0,0,0,9642,9642,0.00
December 31 2021,Geary,KS,Passenger,1,0,1,97,98,1.02
August 31 2018,Maui,HI,Passenger,1,0,1,58,59,1.69
April 30 2023,New York,NY,Passenger,2,0,2,36,38,5.26
July 31 2021,Montgomery,TX,Passenger,1,1,2,45,47,4.26
September 30 2020,Columbia,WA,Passenger,4,3,7,2421,2428,0.29
March 31 2017,Moore,NC,Passenger,0,1,1,206,207,0.48
July 31 2022,Honolulu,HI,Passenger,5,3,8,383,391,2.05
April 30 2018,St. Clair,IL,Passenger,0,1,1,153,154,0.65
August 31 2021,Washtenaw,MI,Passenger,0,1,1,30,31,3.23
March 31 2020,Pinal,AZ,Passenger,1,0,1,200,201,0.50
September 30 2020,Fresno,CA,Passenger,1,0,1,196,197,0.51
October 31 2022,Denton,TX,Passenger,2,0,2,61,63,3.17
February 29 2020,Harrison,MS,Passenger,1,0,1,62,63,1.59
November 30 2018,Valencia,NM,Passenger,1,0,1,12,13,7.69
January 31 2020,Larimer,CO,Passenger,1,0,1,53,54,1.85
April 30 2017,Morris,NJ,Passenger,1,0,1,22,23,4.35
April 30 2018,Beaufort,SC,Passenger,1,0,1,42,43,2.33
January 31 2024,Island,WA,Passenger,1339,490,1829,60959,62788,2.91
May 31 2021,District of Columbia,DC,Passenger,4,1,5,182,187,2.67
December 31 2021,Kern,CA,Passenger,0,1,1,204,205,0.49
October 31 2019,Douglas,WA,Truck,0,0,0,12291,12291,0.00
February 29 2020,Hudson,NJ,Passenger,1,0,1,40,41,2.44
March 31 2018,Pend Oreille,WA,Passenger,4,3,7,9456,9463,0.07
January 31 2024,Spotsylvania,VA,Passenger,0,1,1,22,23,4.35
August 31 2017,Hawaii,HI,Passenger,1,0,1,81,82,1.22
August 31 2022,Thurston,WA,Truck,17,0,17,55043,55060,0.03
April 30 2018,Franklin,WA,Truck,0,0,0,18593,18593,0.00
August 31 2018,Jefferson,WA,Truck,0,0,0,9615,9615,0.00
October 31 2023,Stevens,WA,Passenger,131,73,204,29592,29796,0.68
January 31 2022,Douglas,WA,Passenger,119,56,175,28574,28749,0.61
June 30 2017,Honolulu,HI,Passenger,3,2,5,601,606,0.83
September 30 2021,Hennepin,MN,Passenger,3,0,3,79,82,3.66
June 30 2024,Williamson,TX,Passenger,1,1,2,38,40,5.00
January 31 2018,Palm Beach,FL,Passenger,0,2,2,87,89,2.25
May 31 2020,Clark,WA,Passenger,2005,1055,3060,317374,320434,0.95
February 28 2021,Kittitas,WA,Passenger,141,53,194,29818,30012,0.65
August 31 2020,Travis,TX,Passenger,3,1,4,190,194,2.06
June 30 2020,Honolulu,HI,Passenger,4,2,6,474,480,1.25
March 31 2017,Fulton,GA,Passenger,1,1,2,123,125,1.60
January 31 2022,Goochland,VA,Passenger,3,2,5,201,206,2.43
March 31 2023,Muscogee,GA,Passenger,0,1,1,107,108,0.93
April 30 2020,Monroe,IL,Passenger,1,0,1,3,4,25.00
June 30 2024,Douglas,WA,Passenger,287,99,386,28283,28669,1.35
April 30 2021,Goochland,VA,Passenger,4,2,6,255,261,2.30
April 30 2024,Duval,FL,Passenger,1,0,1,187,188,0.53
April 30 2022,Stafford,VA,Passenger,2,1,3,94,97,3.09
February 29 2024,Wilson,TX,Passenger,0,1,1,3,4,25.00
January 31 2018,Charles,MD,Passenger,0,1,1,84,85,1.18
March 31 2024,Newport,RI,Passenger,0,2,2,51,53,3.77
November 30 2022,Anchorage,AK,Passenger,1,0,1,125,126,0.79
October 31 2019,Kent,MI,Passenger,0,1,1,26,27,3.70
November 30 2023,El Dorado,CA,Passenger,1,0,1,17,18,5.56
May 31 2020,Grant,WA,Passenger,59,70,129,65193,65322,0.20
November 30 2017,Skamania,WA,Passenger,10,7,17,8574,8591,0.20
September 30 2022,Pinal,AZ,Passenger,0,1,1,128,129,0.78
June 30 2017,Clallam,WA,Truck,0,0,0,21014,21014,0.00
September 30 2020,Howard,MD,Passenger,0,1,1,72,73,1.37
January 31 2022,Collier,FL,Passenger,1,0,1,20,21,4.76
April 30 2021,Louisa,VA,Passenger,0,1,1,1,2,50.00
June 30 2023,Fredericksburg,VA,Passenger,1,0,1,5,6,16.67
June 30 2020,Pierce,WA,Passenger,2379,1691,4070,549294,553364,0.74
September 30 2020,Wahkiakum,WA,Passenger,6,6,12,3016,3028,0.40
October 31 2019,Bexar,TX,Passenger,0,5,5,670,675,0.74
May 31 2024,Island,WA,Truck,53,0,53,20529,20582,0.26
July 31 2021,Lincoln,WA,Truck,0,0,0,4757,4757,0.00
January 31 2022,Carroll,MD,Passenger,0,1,1,16,17,5.88
August 31 2019,Garfield,WA,Passenger,0,1,1,1304,1305,0.08
October 31 2017,Orange,FL,Passenger,1,1,2,147,149,1.34
October 31 2021,Yamhill,OR,Passenger,1,0,1,39,40,2.50
March 31 2021,Sedgwick,KS,Passenger,1,1,2,87,89,2.25
August 31 2021,New Haven,CT,Passenger,0,2,2,33,35,5.71
November 30 2023,Boulder,CO,Passenger,1,0,1,27,28,3.57
July 31 2023,Middlesex,NJ,Passenger,1,0,1,18,19,5.26
