Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
April 30 2024,Island,WA,Passenger,1419,521,1940,60600,62540,3.10
May 31 2019,Clark,NV,Passenger,4,2,6,709,715,0.84
February 28 2017,Pend Oreille,WA,Passenger,1,4,5,9299,9304,0.05
November 30 2019,Garfield,WA,Passenger,0,1,1,1302,1303,0.08
April 30 2017,Prince William,VA,Passenger,0,4,4,274,278,1.44
August 31 2019,Ramsey,MN,Passenger,1,0,1,43,44,2.27
February 28 2019,Cascade,MT,Passenger,0,1,1,59,60,1.67
October 31 2022,Clinton,PA,Passenger,1,0,1,1,2,50.00
April 30 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
May 31 2021,Douglas,WA,Truck,0,0,0,12658,12658,0.00
January 31 2021,Yakima,WA,Truck,0,0,0,61069,61069,0.00
June 30 2019,Whatcom,WA,Truck,2,0,2,42901,42903,0.00
November 30 2018,Yakima,WA,Passenger,78,98,176,164655,164831,0.11
July 31 2022,Cowlitz,WA,Passenger,348,171,519,70479,70998,0.73
February 28 2018,Honolulu,HI,Passenger,2,2,4,567,571,0.70
April 30 2019,Larimer,CO,Passenger,1,0,1,57,58,1.72
January 31 2022,Leavenworth,KS,Passenger,0,1,1,101,102,0.98
October 31 2020,Orange,NC,Passenger,0,1,1,12,13,7.69
April 30 2019,Lumpkin,GA,Passenger,1,0,1,6,7,14.29
January 31 2021,Skamania,WA,Passenger,34,23,57,8329,8386,0.68
December 31 2018,Chelan,WA,Passenger,140,61,201,54135,54336,0.37
March 31 2022,Maricopa,AZ,Passenger,11,4,15,1160,1175,1.28
May 31 2024,Douglas,WA,Passenger,284,90,374,28667,29041,1.29
February 28 2022,Clark,NV,Passenger,8,2,10,597,607,1.65
February 28 2017,Lane,OR,Passenger,0,1,1,260,261,0.38
September 30 2019,Montgomery,TX,Passenger,1,0,1,62,63,1.59
January 31 2023,Wake,NC,Passenger,2,0,2,90,92,2.17
May 31 2023,Wayne,MI,Passenger,0,1,1,41,42,2.38
March 31 2021,Tulsa,OK,Passenger,1,0,1,49,50,2.00
July 31 2019,Owyhee,ID,Passenger,1,0,1,5,6,16.67
February 29 2024,Pierce,WA,Truck,259,0,259,133855,134114,0.19
November 30 2022,Pulaski,MO,Passenger,2,0,2,105,107,1.87
February 29 2024,Prince George's,MD,Passenger,3,1,4,105,109,3.67
March 31 2024,Williamson,TX,Passenger,1,1,2,44,46,4.35
August 31 2023,New Castle,DE,Passenger,1,0,1,17,18,5.56
October 31 2019,Penobscot,ME,Passenger,0,1,1,13,14,7.14
February 28 2022,Danville,VA,Passenger,1,0,1,0,1,100.00
July 31 2022,Grant,WA,Truck,0,0,0,27945,27945,0.00
September 30 2018,Asotin,WA,Truck,0,0,0,6629,6629,0.00
January 31 2021,Ferry,WA,Passenger,9,3,12,4344,4356,0.28
August 31 2019,Loudoun,VA,Passenger,1,0,1,95,96,1.04
October 31 2022,Ventura,CA,Passenger,3,3,6,242,248,2.42
November 30 2021,Danville,VA,Passenger,1,0,1,0,1,100.00
January 31 2023,Island,WA,Truck,20,0,20,21118,21138,0.09
April 30 2021,Pend Oreille,WA,Truck,0,0,0,5736,5736,0.00
November 30 2023,Multnomah,OR,Passenger,2,1,3,388,391,0.77
March 31 2019,Clay,FL,Passenger,0,1,1,84,85,1.18
May 31 2024,Lane,OR,Passenger,0,1,1,52,53,1.89
October 31 2018,Caddo,LA,Passenger,0,1,1,26,27,3.70
August 31 2020,Powhatan,VA,Passenger,1,0,1,1,2,50.00
September 30 2018,Columbia,WA,Passenger,2,2,4,2429,2433,0.16
August 31 2020,Okanogan,WA,Passenger,40,34,74,25961,26035,0.28
September 30 2023,Newport News,VA,Passenger,1,0,1,97,98,1.02
June 30 2023,Cumberland,PA,Passenger,1,0,1,34,35,2.86
April 30 2024,Marion,IA,Passenger,1,0,1,0,1,100.00
May 31 2019,Wahkiakum,WA,Truck,0,0,0,1743,1743,0.00
October 31 2021,Allegheny,PA,Passenger,2,1,3,75,78,3.85
December 31 2017,Latah,ID,Passenger,0,1,1,80,81,1.23
May 31 2021,DuPage,IL,Passenger,3,1,4,57,61,6.56
April 30 2019,Carson City,NV,Passenger,1,0,1,14,15,6.67
April 30 2020,Ferry,WA,Truck,0,0,0,3543,3543,0.00
December 31 2022,Jefferson,WA,Passenger,482,230,712,24278,24990,2.85
May 31 2021,Moore,NC,Passenger,0,1,1,132,133,0.75
April 30 2019,Penobscot,ME,Passenger,0,1,1,14,15,6.67
February 28 2021,Rockingham,NH,Passenger,1,0,1,22,23,4.35
October 31 2022,Harrison,MS,Passenger,1,0,1,43,44,2.27
July 31 2017,Lewis,WA,Passenger,52,38,90,55556,55646,0.16
March 31 2022,Saratoga,NY,Passenger,1,0,1,42,43,2.33
April 30 2022,Suffolk,MA,Passenger,0,1,1,24,25,4.00
August 31 2023,Plaquemines,LA,Passenger,1,1,2,18,20,10.00
December 31 2022,Eagle,CO,Passenger,1,0,1,7,8,12.50
August 31 2020,Douglas,WA,Truck,0,0,0,12332,12332,0.00
January 31 2019,Cowlitz,WA,Truck,0,0,0,28723,28723,0.00
December 31 2022,Cumberland,NC,Passenger,1,4,5,358,363,1.38
July 31 2022,Berkeley,SC,Passenger,0,1,1,122,123,0.81
March 31 2020,Clallam,WA,Passenger,214,166,380,50652,51032,0.74
February 28 2021,Utah,UT,Passenger,0,1,1,136,137,0.73
August 31 2020,Moore,NC,Passenger,0,2,2,155,157,1.27
March 31 2021,Lake,FL,Passenger,1,0,1,24,25,4.00
February 28 2019,Franklin,MA,Passenger,0,1,1,2,3,33.33
March 31 2022,Spokane,WA,Truck,0,0,0,102351,102351,0.00
July 31 2023,Franklin,WA,Passenger,322,143,465,61965,62430,0.74
April 30 2021,Wahkiakum,WA,Passenger,11,6,17,3112,3129,0.54
July 31 2022,El Paso,TX,Passenger,3,0,3,351,354,0.85
August 31 2021,Collier,FL,Passenger,1,0,1,20,21,4.76
September 30 2019,Skagit,WA,Truck,1,0,1,32508,32509,0.00
December 31 2023,Hamilton,OH,Passenger,1,0,1,26,27,3.70
February 28 2018,Morris,NJ,Passenger,1,0,1,19,20,5.00
July 31 2023,Kittitas,WA,Passenger,368,107,475,29357,29832,1.59
July 31 2022,Franklin,WA,Passenger,203,110,313,61778,62091,0.50
November 30 2020,Ada,ID,Passenger,0,1,1,267,268,0.37
May 31 2021,Riverside,CA,Passenger,5,1,6,580,586,1.02
February 28 2019,Garfield,WA,Passenger,1,1,2,1323,1325,0.15
December 31 2020,Leavenworth,KS,Passenger,0,1,1,114,115,0.87
May 31 2021,Lake,IL,Passenger,2,0,2,169,171,1.17
April 30 2019,Douglas,WA,Truck,0,0,0,12174,12174,0.00
February 28 2021,Anchorage,AK,Passenger,1,0,1,149,150,0.67
December 31 2018,Santa Cruz,CA,Passenger,1,0,1,43,44,2.27
October 31 2021,Columbia,OR,Passenger,1,0,1,22,23,4.35
November 30 2022,Sarasota,FL,Passenger,1,0,1,31,32,3.12
February 28 2023,Danville,VA,Passenger,1,0,1,0,1,100.00
October 31 2020,Howard,IN,Passenger,0,1,1,3,4,25.00
February 28 2017,Douglas,WA,Truck,0,0,0,11386,11386,0.00
December 31 2022,Thurston,WA,Truck,38,0,38,54582,54620,0.07
September 30 2017,Benton,WA,Truck,0,0,0,40274,40274,0.00
November 30 2018,Pend Oreille,WA,Truck,0,0,0,5746,5746,0.00
November 30 2017,Whitman,WA,Passenger,16,19,35,22386,22421,0.16
September 30 2017,Santa Clara,CA,Passenger,5,2,7,396,403,1.74
June 30 2019,Jefferson,CO,Passenger,0,2,2,55,57,3.51
March 31 2022,Shelby,OH,Passenger,0,1,1,4,5,20.00
June 30 2024,Walla Walla,WA,Truck,12,0,12,13298,13310,0.09
December 31 2019,Jefferson,CO,Passenger,0,2,2,55,57,3.51
November 30 2022,Denton,TX,Passenger,2,0,2,58,60,3.33
March 31 2020,Montgomery,OH,Passenger,0,1,1,46,47,2.13
February 29 2024,Garfield,OK,Passenger,1,0,1,16,17,5.88
March 31 2019,Pierce,WA,Passenger,1635,1456,3091,539195,542286,0.57
June 30 2017,Okanogan,WA,Passenger,4,17,21,25697,25718,0.08
June 30 2021,Fresno,CA,Passenger,1,0,1,193,194,0.52
November 30 2019,Dakota,MN,Passenger,0,1,1,31,32,3.12
February 29 2024,Howard,MD,Passenger,0,2,2,57,59,3.39
March 31 2024,Carroll,MD,Passenger,0,1,1,12,13,7.69
July 31 2023,San Diego,CA,Passenger,21,7,28,2114,2142,1.31
October 31 2017,Bexar,TX,Passenger,1,1,2,825,827,0.24
April 30 2024,Walla Walla,WA,Truck,11,0,11,13538,13549,0.08
June 30 2022,Adams,WA,Truck,1,0,1,5467,5468,0.02
April 30 2023,San Joaquin,CA,Passenger,0,1,1,87,88,1.14
January 31 2023,Eau Claire,WI,Passenger,1,0,1,1,2,50.00
November 30 2020,Jefferson,WA,Truck,0,0,0,9576,9576,0.00
June 30 2020,Montgomery,PA,Passenger,1,0,1,32,33,3.03
April 30 2019,Bergen,NJ,Passenger,1,0,1,26,27,3.70
December 31 2017,Kittitas,WA,Passenger,36,26,62,28440,28502,0.22
November 30 2018,Whatcom,WA,Passenger,731,354,1085,149094,150179,0.72
February 28 2022,Clallam,WA,Passenger,394,243,637,50114,50751,1.26
June 30 2018,Lincoln,WA,Truck,0,0,0,4558,4558,0.00
June 30 2021,,,Passenger,5,2,7,439,446,1.57
April 30 2018,Monterey,CA,Passenger,0,1,1,190,191,0.52
April 30 2019,San Juan,PR,Passenger,0,1,1,3,4,25.00
April 30 2022,Plaquemines,LA,Passenger,1,1,2,20,22,9.09
November 30 2019,Shasta,CA,Passenger,1,0,1,40,41,2.44
June 30 2018,Camden,NJ,Passenger,0,1,1,33,34,2.94
September 30 2019,King,WA,Truck,6,1,7,182345,182352,0.00
July 31 2023,Clark,WA,Truck,102,0,102,81368,81470,0.13
April 30 2018,Garfield,WA,Truck,0,0,0,948,948,0.00
October 31 2022,Lincoln,WA,Passenger,12,17,29,7718,7747,0.37
November 30 2022,Jefferson,NY,Passenger,1,0,1,214,215,0.47
December 31 2023,San Francisco,CA,Passenger,1,0,1,47,48,2.08
December 31 2021,Douglas,CO,Passenger,0,1,1,89,90,1.11
October 31 2018,Franklin,WA,Passenger,35,66,101,58733,58834,0.17
September 30 2021,Okaloosa,FL,Passenger,0,1,1,119,120,0.83
January 31 2023,Kent,DE,Passenger,1,0,1,48,49,2.04
March 31 2018,Orleans,LA,Passenger,0,1,1,46,47,2.13
March 31 2021,Moore,NC,Passenger,0,1,1,134,135,0.74
August 31 2020,Washoe,NV,Passenger,1,0,1,104,105,0.95
May 31 2017,Yakima,WA,Passenger,42,55,97,159356,159453,0.06
June 30 2020,King,WA,Truck,5,1,6,182117,182123,0.00
January 31 2022,Fulton,GA,Passenger,0,1,1,80,81,1.23
October 31 2021,Wilson,TX,Passenger,0,1,1,3,4,25.00
March 31 2022,Asotin,WA,Truck,0,0,0,6748,6748,0.00
January 31 2019,Mason,WA,Truck,0,0,0,20214,20214,0.00
November 30 2023,Honolulu,HI,Passenger,4,2,6,261,267,2.25
June 30 2021,DuPage,IL,Passenger,3,1,4,55,59,6.78
January 31 2019,Snohomish,WA,Truck,1,0,1,121986,121987,0.00
October 31 2020,Walla Walla,WA,Truck,0,0,0,13795,13795,0.00
October 31 2020,Garfield,WA,Passenger,0,1,1,1352,1353,0.07
July 31 2017,Jackson,MO,Passenger,1,0,1,60,61,1.64
August 31 2021,Montgomery,OH,Passenger,0,1,1,57,58,1.72
April 30 2020,Middlesex,MA,Passenger,1,0,1,97,98,1.02
August 31 2023,Pinal,AZ,Passenger,0,1,1,88,89,1.12
May 31 2022,Randolph,NC,Passenger,1,0,1,5,6,16.67
January 31 2018,Jefferson,WA,Passenger,124,80,204,24345,24549,0.83
April 30 2022,Saratoga,NY,Passenger,1,0,1,40,41,2.44
April 30 2024,Cowlitz,WA,Truck,17,0,17,27659,27676,0.06
October 31 2021,Tarrant,TX,Passenger,3,0,3,157,160,1.88
April 30 2019,Santa Fe,NM,Passenger,0,1,1,42,43,2.33
August 31 2020,Gwinnett,GA,Passenger,1,0,1,75,76,1.32
July 31 2022,Queens,NY,Passenger,1,0,1,47,48,2.08
March 31 2022,Clallam,WA,Passenger,403,240,643,49949,50592,1.27
August 31 2021,San Juan,WA,Passenger,452,141,593,14200,14793,4.01
November 30 2017,St. Clair,IL,Passenger,0,1,1,163,164,0.61
September 30 2020,Anne Arundel,MD,Passenger,1,1,2,403,405,0.49
June 30 2019,Calvert,MD,Passenger,0,2,2,87,89,2.25
June 30 2021,Mohave,AZ,Passenger,1,0,1,61,62,1.61
July 31 2023,Kitsap,WA,Truck,80,0,80,52140,52220,0.15
September 30 2022,Clallam,WA,Truck,6,0,6,21868,21874,0.03
March 31 2024,Adams,WA,Passenger,33,15,48,13045,13093,0.37
June 30 2022,Klickitat,WA,Passenger,102,55,157,15221,15378,1.02
September 30 2017,Montgomery,TN,Passenger,1,0,1,281,282,0.35
June 30 2021,Burlington,NJ,Passenger,0,1,1,126,127,0.79
December 31 2021,Franklin,WA,Truck,0,0,0,20833,20833,0.00
October 31 2019,Grays Harbor,WA,Passenger,95,95,190,48290,48480,0.39
September 30 2018,Sedgwick,KS,Passenger,0,1,1,99,100,1.00
June 30 2024,Monterey,CA,Truck,1,0,1,24,25,4.00
January 31 2020,Benton,WA,Truck,0,0,0,42551,42551,0.00
December 31 2020,Pacific,WA,Passenger,34,35,69,15714,15783,0.44
September 30 2019,Kootenai,ID,Passenger,1,2,3,226,229,1.31
June 30 2022,Contra Costa,CA,Passenger,0,4,4,231,235,1.70
January 31 2022,Richmond,NY,Passenger,1,0,1,4,5,20.00
March 31 2019,Whatcom,WA,Passenger,793,385,1178,149699,150877,0.78
March 31 2017,Clark,WA,Passenger,718,454,1172,298236,299408,0.39
May 31 2023,Pinal,AZ,Passenger,0,1,1,94,95,1.05
April 30 2024,Douglas,CO,Passenger,0,2,2,42,44,4.55
May 31 2018,Thurston,WA,Passenger,548,467,1015,192280,193295,0.53
May 31 2024,Mohave,AZ,Passenger,1,0,1,27,28,3.57
April 30 2018,Marion,IN,Passenger,1,0,1,119,120,0.83
January 31 2019,Mercer,NJ,Passenger,0,1,1,17,18,5.56
December 31 2022,Ventura,CA,Passenger,3,3,6,237,243,2.47
March 31 2019,Island,WA,Truck,0,0,0,21176,21176,0.00
December 31 2018,Maricopa,AZ,Passenger,2,3,5,1625,1630,0.31
October 31 2020,Greene,MO,Passenger,0,1,1,36,37,2.70
January 31 2019,Kalamazoo,MI,Passenger,1,0,1,16,17,5.88
November 30 2022,Ray,MO,Passenger,0,1,1,1,2,50.00
January 31 2021,Miami-Dade,FL,Passenger,1,0,1,102,103,0.97
May 31 2017,Arlington,VA,Passenger,1,1,2,171,173,1.16
September 30 2022,Grays Harbor,WA,Truck,2,0,2,21159,21161,0.01
May 31 2020,El Paso,TX,Passenger,3,0,3,430,433,0.69
April 30 2023,San Mateo,CA,Passenger,2,0,2,74,76,2.63
May 31 2020,Wilson,TX,Passenger,0,1,1,7,8,12.50
June 30 2022,Rock Island,IL,Passenger,0,1,1,13,14,7.14
October 31 2022,Pierce,WA,Truck,62,0,62,139980,140042,0.04
September 30 2021,Chelan,WA,Passenger,375,104,479,54742,55221,0.87
April 30 2018,Clark,NV,Passenger,2,2,4,763,767,0.52
February 28 2019,Richland,SC,Passenger,0,1,1,167,168,0.60
October 31 2017,Fulton,GA,Passenger,1,0,1,111,112,0.89
December 31 2021,York,VA,Passenger,1,0,1,93,94,1.06
November 30 2020,Powhatan,VA,Passenger,1,0,1,1,2,50.00
June 30 2020,Travis,TX,Passenger,3,1,4,194,198,2.02
September 30 2020,Nassau,FL,Passenger,1,0,1,37,38,2.63
March 31 2024,Middlesex,NJ,Passenger,1,0,1,18,19,5.26
May 31 2022,Bell,TX,Passenger,1,0,1,336,337,0.30
February 29 2020,Ventura,CA,Passenger,0,2,2,310,312,0.64
March 31 2023,Wahkiakum,WA,Passenger,24,16,40,3059,3099,1.29
March 31 2024,Whitman,WA,Passenger,210,120,330,21864,22194,1.49
January 31 2021,Cumberland,NC,Passenger,0,2,2,456,458,0.44
April 30 2023,Middlesex,MA,Passenger,3,0,3,81,84,3.57
June 30 2024,San Joaquin,CA,Passenger,1,0,1,59,60,1.67
January 31 2019,Lake,CA,Passenger,0,1,1,11,12,8.33
April 30 2024,Lee,AL,Passenger,1,0,1,12,13,7.69
January 31 2022,Lane,OR,Passenger,0,2,2,120,122,1.64
August 31 2020,Harnett,NC,Passenger,1,0,1,202,203,0.49
May 31 2024,District of Columbia,DC,Passenger,3,0,3,127,130,2.31
August 31 2019,Clackamas,OR,Passenger,1,1,2,223,225,0.89
October 31 2019,Larimer,CO,Passenger,1,0,1,56,57,1.75
May 31 2019,Asotin,WA,Truck,0,0,0,6651,6651,0.00
May 31 2020,Garfield,WA,Truck,0,0,0,965,965,0.00
March 31 2023,Platte,MO,Passenger,1,0,1,20,21,4.76
April 30 2017,Wahkiakum,WA,Passenger,0,2,2,2848,2850,0.07
November 30 2023,Clark,NV,Passenger,7,2,9,390,399,2.26
April 30 2021,Montgomery,PA,Passenger,1,0,1,26,27,3.70
April 30 2024,Snohomish,WA,Passenger,17971,3884,21855,522284,544139,4.02
January 31 2023,Pacific,WA,Truck,2,0,2,7810,7812,0.03
April 30 2023,Adams,WA,Passenger,24,12,36,13030,13066,0.28
March 31 2020,Okanogan,WA,Truck,0,0,0,16455,16455,0.00
April 30 2022,Grays Harbor,WA,Truck,0,0,0,21337,21337,0.00
July 31 2017,Skamania,WA,Truck,0,0,0,3871,3871,0.00
December 31 2020,Travis,TX,Passenger,3,1,4,189,193,2.07
March 31 2019,Jefferson,NY,Passenger,0,1,1,227,228,0.44
August 31 2020,Fairbanks North Star,AK,Passenger,0,1,1,100,101,0.99
December 31 2021,Philadelphia,PA,Passenger,1,0,1,45,46,2.17
May 31 2018,Jefferson,WA,Passenger,138,91,229,24383,24612,0.93
July 31 2021,Collin,TX,Passenger,2,1,3,121,124,2.42
March 31 2022,Miami-Dade,FL,Passenger,1,0,1,91,92,1.09
June 30 2023,Beaufort,SC,Passenger,1,0,1,31,32,3.12
January 31 2023,Providence,RI,Passenger,1,0,1,20,21,4.76
October 31 2022,Cass,MN,Passenger,0,1,1,2,3,33.33
June 30 2022,Snohomish,WA,Passenger,8355,2525,10880,532403,543283,2.00
October 31 2023,Whitman,WA,Passenger,185,92,277,21981,22258,1.24
August 31 2023,Clark,NV,Passenger,7,2,9,420,429,2.10
April 30 2021,Moore,NC,Passenger,0,1,1,135,136,0.74
August 31 2021,Harris,TX,Passenger,1,1,2,220,222,0.90
April 30 2023,Washtenaw,MI,Passenger,0,2,2,24,26,7.69
March 31 2019,Charles,MD,Passenger,0,1,1,83,84,1.19
September 30 2020,Riverside,CA,Passenger,3,0,3,627,630,0.48
February 28 2019,Kitsap,WA,Truck,1,0,1,53696,53697,0.00
September 30 2017,Lewis,WA,Truck,0,0,0,25119,25119,0.00
June 30 2022,Lake,FL,Passenger,1,0,1,21,22,4.55
January 31 2020,Lake,CA,Passenger,0,1,1,11,12,8.33
January 31 2021,Washoe,NV,Passenger,1,0,1,103,104,0.96
December 31 2017,Lane,OR,Passenger,0,1,1,210,211,0.47
October 31 2018,Washtenaw,MI,Passenger,1,0,1,37,38,2.63
October 31 2019,Nueces,TX,Passenger,1,1,2,91,93,2.15
September 30 2023,Oldham,KY,Passenger,0,1,1,3,4,25.00
October 31 2022,Okaloosa,FL,Passenger,0,1,1,101,102,0.98
November 30 2020,Okanogan,WA,Truck,0,0,0,16571,16571,0.00
April 30 2020,Grant,WA,Passenger,59,71,130,65256,65386,0.20
April 30 2019,Maricopa,AZ,Passenger,5,4,9,1622,1631,0.55
November 30 2019,Jefferson,CO,Passenger,0,2,2,56,58,3.45
June 30 2023,Frederick,MD,Passenger,2,1,3,52,55,5.45
October 31 2023,Tarrant,TX,Passenger,2,0,2,85,87,2.30
May 31 2019,Eagle,CO,Passenger,1,0,1,6,7,14.29
August 31 2018,Snohomish,WA,Truck,1,0,1,121699,121700,0.00
August 31 2019,Honolulu,HI,Passenger,4,2,6,509,515,1.17
June 30 2017,Lane,OR,Passenger,0,1,1,239,240,0.42
June 30 2024,Yakima,WA,Passenger,788,343,1131,162572,163703,0.69
July 31 2020,Palm Beach,FL,Passenger,0,2,2,83,85,2.35
June 30 2024,San Diego,CA,Truck,1,0,1,363,364,0.27
October 31 2018,Jefferson,CO,Passenger,0,1,1,59,60,1.67
May 31 2018,Madison,ID,Passenger,1,0,1,38,39,2.56
March 31 2023,Whitman,WA,Truck,4,0,4,8597,8601,0.05
November 30 2023,Island,WA,Passenger,1272,468,1740,60989,62729,2.77
July 31 2019,Honolulu,HI,Passenger,3,3,6,513,519,1.16
March 31 2021,,,Passenger,5,1,6,441,447,1.34
February 28 2017,Wahkiakum,WA,Truck,0,0,0,1625,1625,0.00
December 31 2022,Santa Clara,CA,Passenger,14,4,18,222,240,7.50
March 31 2024,Travis,TX,Passenger,2,1,3,66,69,4.35
March 31 2017,Walla Walla,WA,Passenger,20,22,42,34820,34862,0.12
September 30 2023,Lewis,WA,Truck,8,0,8,25860,25868,0.03
January 31 2018,DuPage,IL,Passenger,1,0,1,67,68,1.47
May 31 2021,Leavenworth,KS,Passenger,0,1,1,111,112,0.89
April 30 2019,Hawaii,HI,Passenger,1,0,1,66,67,1.49
February 29 2024,Hamilton,OH,Passenger,2,0,2,24,26,7.69
January 31 2024,Pend Oreille,WA,Passenger,33,21,54,8757,8811,0.61
September 30 2018,Portsmouth,VA,Passenger,0,1,1,75,76,1.32
September 30 2017,Ferry,WA,Passenger,1,1,2,4381,4383,0.05
July 31 2021,Spartanburg,SC,Passenger,0,1,1,54,55,1.82
August 31 2020,Ferry,WA,Passenger,7,3,10,4312,4322,0.23
January 31 2020,Putnam,TN,Passenger,0,1,1,3,4,25.00
June 30 2020,Chesapeake,VA,Passenger,0,1,1,432,433,0.23
December 31 2023,Walla Walla,WA,Truck,10,0,10,13702,13712,0.07
May 31 2021,Multnomah,OR,Passenger,3,5,8,677,685,1.17
November 30 2023,Hillsborough,FL,Passenger,2,2,4,99,103,3.88
June 30 2020,Monroe,IL,Passenger,1,0,1,3,4,25.00
August 31 2017,Pend Oreille,WA,Truck,0,0,0,5552,5552,0.00
December 31 2021,Mason,WA,Truck,0,0,0,21189,21189,0.00
March 31 2024,San Diego,CA,Passenger,19,8,27,1828,1855,1.46
March 31 2021,Santa Clara,CA,Passenger,8,2,10,287,297,3.37
February 28 2018,Brevard,FL,Passenger,0,1,1,103,104,0.96
May 31 2019,DuPage,IL,Passenger,1,0,1,67,68,1.47
September 30 2020,Sumter,FL,Passenger,0,1,1,11,12,8.33
October 31 2022,Isle of Wight,VA,Passenger,0,1,1,19,20,5.00
August 31 2020,Klickitat,WA,Passenger,57,42,99,15037,15136,0.65
August 31 2017,Orange,CA,Passenger,3,1,4,621,625,0.64
August 31 2023,Loudoun,VA,Passenger,2,1,3,60,63,4.76
December 31 2017,Arlington,VA,Passenger,1,2,3,177,180,1.67
February 28 2022,Yavapai,AZ,Passenger,0,1,1,36,37,2.70
September 30 2017,Clallam,WA,Truck,0,0,0,21086,21086,0.00
August 31 2019,Cowlitz,WA,Truck,0,0,0,28895,28895,0.00
March 31 2021,Whatcom,WA,Passenger,1298,576,1874,150338,152212,1.23
June 30 2017,Multnomah,OR,Passenger,1,3,4,1002,1006,0.40
July 31 2018,Deschutes,OR,Passenger,1,0,1,178,179,0.56
February 28 2022,New London,CT,Passenger,1,4,5,207,212,2.36
September 30 2021,Jefferson,NY,Passenger,1,0,1,217,218,0.46
September 30 2023,Riverside,CA,Passenger,6,0,6,376,382,1.57
January 31 2022,Suffolk,VA,Passenger,1,0,1,122,123,0.81
March 31 2020,Williams,ND,Passenger,0,1,1,13,14,7.14
May 31 2022,Columbia,WA,Passenger,7,0,7,2436,2443,0.29
June 30 2017,,,Passenger,3,0,3,489,492,0.61
January 31 2019,Cook,IL,Passenger,1,0,1,250,251,0.40
July 31 2019,Placer,CA,Passenger,1,0,1,106,107,0.93
August 31 2020,Spartanburg,SC,Passenger,0,1,1,51,52,1.92
June 30 2018,Carroll,NH,Passenger,0,1,1,1,2,50.00
February 28 2017,Pierce,WA,Truck,0,0,0,138523,138523,0.00
September 30 2020,Douglas,WA,Truck,0,0,0,12373,12373,0.00
June 30 2020,Whatcom,WA,Passenger,1065,498,1563,149162,150725,1.04
July 31 2020,Sedgwick,KS,Passenger,1,1,2,99,101,1.98
March 31 2017,Hidalgo,TX,Passenger,0,1,1,99,100,1.00
November 30 2022,District of Columbia,DC,Passenger,2,0,2,157,159,1.26
December 31 2022,Wayne,MI,Passenger,0,1,1,37,38,2.63
October 31 2020,Chesapeake,VA,Passenger,0,2,2,422,424,0.47
July 31 2019,Cochise,AZ,Passenger,0,1,1,112,113,0.88
January 31 2017,St. Lucie,FL,Passenger,1,0,1,32,33,3.03
February 29 2020,Collin,TX,Passenger,2,1,3,146,149,2.01
December 31 2018,Valencia,NM,Passenger,1,0,1,12,13,7.69
June 30 2020,Shelby,OH,Passenger,0,1,1,2,3,33.33
February 28 2018,Thurston,WA,Truck,0,0,0,53912,53912,0.00
August 31 2020,Kittitas,WA,Truck,0,0,0,14558,14558,0.00
September 30 2021,Lincoln,WA,Truck,0,0,0,4782,4782,0.00
June 30 2020,Multnomah,OR,Passenger,4,7,11,728,739,1.49
December 31 2020,Salt Lake,UT,Passenger,0,1,1,190,191,0.52
April 30 2021,Travis,TX,Passenger,3,3,6,183,189,3.17
September 30 2020,Pierce,WA,Passenger,2574,1709,4283,553462,557745,0.77
February 29 2020,Ferry,WA,Passenger,5,2,7,4376,4383,0.16
May 31 2021,Wichita,TX,Passenger,1,0,1,42,43,2.33
December 31 2021,DuPage,IL,Passenger,3,1,4,53,57,7.02
August 31 2023,Adams,CO,Passenger,1,0,1,24,25,4.00
February 28 2022,Whatcom,WA,Truck,4,0,4,43570,43574,0.01
May 31 2024,Sacramento,CA,Truck,1,0,1,26,27,3.70
April 30 2020,Santa Clara,CA,Passenger,8,2,10,332,342,2.92
June 30 2018,Prince George,VA,Passenger,0,1,1,71,72,1.39
February 28 2018,Montgomery,PA,Passenger,1,0,1,35,36,2.78
January 31 2023,Wilson,TX,Passenger,0,1,1,3,4,25.00
January 31 2019,Island,WA,Passenger,288,230,518,63212,63730,0.81
July 31 2017,Chelan,WA,Passenger,68,35,103,52139,52242,0.20
April 30 2022,Kittitas,WA,Passenger,235,78,313,29731,30044,1.04
February 28 2018,Alameda,CA,Passenger,0,1,1,363,364,0.27
November 30 2021,Skamania,WA,Truck,0,0,0,3997,3997,0.00
October 31 2023,Leavenworth,KS,Passenger,0,1,1,74,75,1.33
May 31 2020,Pinellas,FL,Passenger,1,1,2,116,118,1.69
April 30 2020,Fort Bend,TX,Passenger,1,0,1,46,47,2.13
November 30 2023,Atlantic,NJ,Passenger,1,0,1,10,11,9.09
July 31 2022,Island,WA,Truck,6,0,6,21279,21285,0.03
August 31 2018,Cook,IL,Passenger,1,0,1,255,256,0.39
April 30 2021,Deschutes,OR,Passenger,2,0,2,136,138,1.45
April 30 2021,Harford,MD,Passenger,0,1,1,56,57,1.75
July 31 2021,Greene,MO,Passenger,0,1,1,35,36,2.78
March 31 2022,Chesapeake,VA,Passenger,2,1,3,389,392,0.77
July 31 2022,Jefferson,NY,Passenger,1,0,1,217,218,0.46
April 30 2018,Douglas,WA,Truck,0,0,0,11879,11879,0.00
